Date,Open,High,Low,Close,Volume,shares_outstanding,btc_holdings,btc_price,market_cap,btc_holdings_value,nav_premium,total_debt,leverage_ratio
2021-04-19,65.003998,66.500000,62.349998,63.751999,8799000,9745590.000000,90859.000000,55724.265625,621300842.973175,5063051050.421875,0.122713,1700000000.000000,0.732348
2021-04-20,63.900002,64.800003,61.400002,64.644997,5524000,9745590.000000,90859.000000,56473.031250,630003632.834702,5131083146.343750,0.122782,1700000000.000000,0.729613
2021-04-21,62.840000,66.545998,62.840000,65.045998,4179000,9745590.000000,90859.000000,53906.089844,633911623.941879,4897853417.113281,0.129426,1700000000.000000,0.728391
2021-04-22,64.200996,65.050003,59.400002,59.820000,7153000,9745590.000000,90859.000000,51762.273438,582981190.825882,4703068402.257812,0.123958,1700000000.000000,0.744640
2021-04-23,57.589001,61.840000,56.900002,61.304001,6621000,10597000.000000,90859.000000,51093.652344,649638497.055054,4642318158.300781,0.139938,1700000000.000000,0.723516
2021-04-26,63.675999,65.980003,62.799999,65.882004,4791000,10597000.000000,90859.000000,54021.753906,698151594.100952,4908362538.167969,0.142237,1700000000.000000,0.708879
2021-04-27,67.300003,68.500000,65.500000,67.698997,5113000,9745590.000000,90859.000000,55033.117188,659766673.022232,5000253994.539062,0.131947,1700000000.000000,0.720410
2021-04-28,67.360001,68.900002,66.550003,68.082001,2973000,9745590.000000,90859.000000,54824.703125,663499265.517883,4981317701.234375,0.133198,1700000000.000000,0.719272
2021-04-29,66.500000,67.500000,63.791000,65.500999,4397000,9745590.000000,90859.000000,53555.109375,638345885.236588,4865963682.703125,0.131186,1700000000.000000,0.727010
2021-04-30,64.702003,67.500000,64.632004,65.716003,5597000,9745590.000000,90859.000000,57750.175781,640441225.750122,5247123221.308594,0.122056,1700000000.000000,0.726359
2021-05-03,67.397003,67.397003,63.438999,63.562000,4645000,9745590.000000,90859.000000,57200.292969,619449194.256706,5197161418.847656,0.119190,1700000000.000000,0.732933
2021-05-04,61.951000,62.799999,59.889000,61.688000,5146000,9745590.000000,90859.000000,53333.539062,601185953.243294,4845832025.679688,0.124062,1700000000.000000,0.738750
2021-05-05,63.000000,65.198997,60.889999,62.345001,4975000,9745590.000000,90859.000000,57424.007812,607588820.446472,5217487925.835938,0.116452,1700000000.000000,0.736700
2021-05-06,61.287998,62.277000,58.701000,60.908001,3552000,9745590.000000,90859.000000,56396.515625,593584404.939766,5124131013.171875,0.115841,1700000000.000000,0.741198
2021-05-07,60.896999,63.180000,60.833000,62.046001,3634000,9745590.000000,90859.000000,57356.402344,604674891.118355,5211345360.550781,0.116030,1700000000.000000,0.737631
2021-05-10,61.585999,61.585999,56.646999,56.945999,5227000,9745590.000000,90859.000000,55859.796875,554972359.812469,5075365284.265625,0.109346,1700000000.000000,0.753890
2021-05-11,53.500000,58.499001,52.528000,57.695999,6630000,9745590.000000,90859.000000,56704.574219,562281552.312469,5152120908.941406,0.109136,1700000000.000000,0.751454
2021-05-12,55.627998,57.779999,53.863998,54.188000,4216000,9745590.000000,90859.000000,49150.535156,528094028.243294,4465768473.761719,0.118254,1700000000.000000,0.762984
2021-05-13,51.119999,54.297001,47.806999,48.807999,9374000,9745590.000000,90859.000000,49716.191406,475662743.633881,4517163434.980469,0.105301,1700000000.000000,0.781371
2021-05-14,50.125999,52.362000,49.200001,52.131001,5616000,9745590.000000,90859.000000,49880.535156,508047357.346001,4532095543.761719,0.112100,1700000000.000000,0.769911
2021-05-17,48.400002,49.951000,46.888000,48.935001,8046000,9745590.000000,90859.000000,43537.511719,476900460.033531,3955774777.253906,0.120558,1700000000.000000,0.780927
2021-05-18,48.890999,50.425999,47.056999,48.720001,5982000,9745590.000000,90859.000000,42909.402344,474805156.696472,3898705387.550781,0.121785,1700000000.000000,0.781679
2021-05-19,42.285000,45.848999,41.158001,45.486000,15054000,9745590.000000,90859.000000,37002.441406,443287907.334824,3362004823.730469,0.131852,1700000000.000000,0.793174
2021-05-20,47.765999,49.299999,45.728001,47.265999,8614000,9745590.000000,90859.000000,40782.738281,460635045.638351,3705478817.496094,0.124312,1700000000.000000,0.786806
2021-05-21,47.173000,48.766998,44.777000,45.051998,8530000,9745590.000000,90859.000000,37304.691406,439058302.537880,3389466956.480469,0.129536,1700000000.000000,0.794742
2021-05-24,46.500000,47.826000,44.724998,47.244999,7575000,9745590.000000,90859.000000,38705.980469,460430389.140587,3516786679.410156,0.130924,1700000000.000000,0.786880
2021-05-25,46.400002,47.987999,45.820999,46.966999,6722000,9745590.000000,90859.000000,38402.222656,457721116.310234,3489187548.324219,0.131183,1700000000.000000,0.787868
2021-05-26,47.734001,49.598999,47.653999,48.278999,5426000,9745590.000000,90859.000000,39294.199219,470507333.066940,3570231646.816406,0.131786,1700000000.000000,0.783227
2021-05-27,49.200001,50.206001,48.507000,49.384998,5039000,9745590.000000,90859.000000,38436.968750,481285945.792351,3492344543.656250,0.137812,1700000000.000000,0.779357
2021-05-28,48.200001,48.292000,46.764000,47.000000,4775000,9745590.000000,90859.000000,35697.605469,458042730.000000,3243448735.285156,0.141221,1700000000.000000,0.787751
2021-06-01,47.124001,48.466000,46.897999,47.776001,4325000,9745590.000000,90859.000000,36684.925781,465605317.357178,3333155671.558594,0.139689,1700000000.000000,0.785000
2021-06-02,48.299999,50.130001,47.872002,49.849998,3527000,9745590.000000,90859.000000,37575.179688,485817646.629410,3414043251.226562,0.142300,1700000000.000000,0.777741
2021-06-03,50.119999,50.198002,48.400002,48.863998,3955000,9745590.000000,90859.000000,39208.765625,476208494.294586,3562469235.921875,0.133674,1700000000.000000,0.781175
2021-06-04,48.169998,48.598999,47.400002,48.466999,3172000,9745590.000000,90859.000000,36894.406250,472339501.310234,3352188857.468750,0.140905,1700000000.000000,0.782566
2021-06-07,48.250000,48.855000,46.407001,46.980999,6104000,9745590.000000,90859.000000,33560.707031,457857553.975410,3049292280.152344,0.150152,1700000000.000000,0.787818
2021-06-08,45.799999,46.188999,42.792999,45.938000,10917000,9745590.000000,90859.000000,33472.632812,447692910.743294,3041289944.710938,0.147205,1700000000.000000,0.791547
2021-06-09,47.000000,51.567001,45.558998,51.299000,14822000,9745590.000000,90859.000000,37345.121094,499939019.328117,3393140357.457031,0.147338,1700000000.000000,0.772749
2021-06-10,51.238998,52.987000,49.591000,50.865002,9537000,9745590.000000,90859.000000,36702.597656,495709451.707649,3334761320.449219,0.148649,1700000000.000000,0.774237
2021-06-11,51.299999,52.097000,50.400002,51.644001,5004000,9745590.000000,90859.000000,37334.398438,503301259.774590,3392166107.632812,0.148372,1700000000.000000,0.771569
2021-06-14,54.400002,60.569000,54.400002,59.848999,15573000,9745590.000000,90859.000000,40218.476562,583263806.392822,3654210561.992188,0.159614,2200000000.000000,0.790439
2021-06-15,60.205002,63.582001,58.917000,63.054001,13100000,9745590.000000,105085.000000,40406.269531,614498440.187531,4246092833.691406,0.144721,2200000000.000000,0.781667
2021-06-16,61.665001,63.987999,60.883999,61.981998,10395000,9745590.000000,105085.000000,38347.062500,604051144.211998,4029701062.812500,0.149900,2200000000.000000,0.784579
2021-06-17,61.740002,64.199997,61.255001,63.081001,8848000,9745590.000000,105085.000000,38053.503906,614761575.281296,3998852457.988281,0.153734,2200000000.000000,0.781594
2021-06-18,61.599998,64.764999,61.551998,64.646004,15437000,9745590.000000,105085.000000,35787.246094,630013447.424240,3760702755.761719,0.167525,2200000000.000000,0.777381
2021-06-21,59.917000,61.400002,57.700001,58.367001,13781000,9745590.000000,105085.000000,31676.693359,568820857.180824,3328745321.669922,0.170881,2200000000.000000,0.794562
2021-06-22,53.500999,56.419998,51.301998,55.372002,25670000,9746590.000000,105085.000000,32505.660156,539688197.541885,3415857297.519531,0.157995,2200000000.000000,0.803011
2021-06-23,57.948002,58.655998,55.123001,55.299999,10558000,9746590.000000,105085.000000,33723.027344,538986419.563942,3543784328.417969,0.152093,2200000000.000000,0.803217
2021-06-24,57.000000,59.000000,56.099998,58.188000,7935000,9746590.000000,105085.000000,34662.437500,567134576.243019,3642502244.687500,0.155699,2200000000.000000,0.795046
2021-06-25,56.745998,57.120998,53.980999,55.005001,10047000,9746590.000000,105085.000000,31637.779297,536111193.360481,3324656037.412109,0.161253,2200000000.000000,0.804061
2021-06-28,57.033001,62.951000,56.587002,62.417000,17298000,9746590.000000,105085.000000,34434.335938,608352906.245346,3618532191.992188,0.168121,2200000000.000000,0.783377
2021-06-29,65.000000,69.299004,64.699997,66.899002,16136000,9746590.000000,105085.000000,35867.777344,652037144.636078,3769165382.167969,0.172992,2200000000.000000,0.771378
2021-06-30,64.500999,66.900002,63.743000,66.449997,8589000,9746590.000000,105085.000000,35040.835938,647660875.755768,3682266244.492188,0.175886,2200000000.000000,0.772564
2021-07-01,65.058998,65.723999,63.712002,65.085999,5874000,9746590.000000,105085.000000,33572.117188,634366542.462769,3527925934.648438,0.179813,2200000000.000000,0.776188
2021-07-02,65.897003,66.192001,63.425999,63.561001,5276000,9746590.000000,105085.000000,33897.046875,619503015.020943,3562071170.859375,0.173917,2200000000.000000,0.780279
2021-07-06,65.208000,65.351997,62.129002,63.429001,4862000,9746590.000000,105085.000000,34235.195312,618216465.438385,3597605499.414062,0.171841,2200000000.000000,0.780636
2021-07-07,64.500000,64.717003,62.320999,63.986000,4511000,9746590.000000,105085.000000,33855.328125,623645308.334885,3557687156.015625,0.175295,2200000000.000000,0.779135
2021-07-08,60.299999,62.527000,59.469002,61.844002,5180000,9746590.000000,105085.000000,32877.371094,602768129.211655,3454918541.386719,0.174467,2200000000.000000,0.784938
2021-07-09,62.189999,63.592999,61.520000,62.866001,3940000,9746590.000000,105085.000000,33798.011719,612729137.945366,3551664061.464844,0.172519,2200000000.000000,0.782158
2021-07-12,63.224998,63.242001,58.521000,58.868999,8263000,9746590.000000,105085.000000,33155.847656,573772001.653481,3484182250.957031,0.164679,2200000000.000000,0.793144
2021-07-13,58.556999,59.700001,57.294998,57.987999,7176000,9746590.000000,105085.000000,32702.025391,565185250.806961,3436492338.173828,0.164466,2200000000.000000,0.795607
2021-07-14,58.500000,59.043999,56.041000,56.042999,6275000,9746590.000000,105085.000000,32822.347656,546228136.231384,3449136403.457031,0.158367,2200000000.000000,0.801099
2021-07-15,54.700001,55.994999,52.507000,54.104000,7338000,9746590.000000,105085.000000,31780.730469,527329506.252327,3339678061.308594,0.157898,2200000000.000000,0.806650
2021-07-16,54.389999,54.638000,52.051998,52.308998,6091000,9746590.000000,105085.000000,31421.539062,509834357.868576,3301932432.382812,0.154405,2200000000.000000,0.811858
2021-07-19,50.765999,52.249001,49.200001,49.872002,7287000,9746590.000000,105085.000000,30817.832031,486081952.541885,3238491879.003906,0.150095,2200000000.000000,0.819037
2021-07-20,48.799000,50.588001,47.237999,50.178001,7345000,9746590.000000,105085.000000,29807.347656,489064406.702347,3132305128.457031,0.156136,2200000000.000000,0.818128
2021-07-21,54.000000,56.980999,52.827000,55.694000,10994000,9746590.000000,105085.000000,32110.693359,542826585.839539,3374352211.669922,0.160868,2200000000.000000,0.802092
2021-07-22,55.542000,56.806000,53.500999,55.594002,7112000,9746590.000000,105085.000000,32313.105469,541851941.711655,3395622688.183594,0.159574,2200000000.000000,0.802377
2021-07-23,55.841999,56.589001,53.339001,53.971001,5749000,9746590.000000,105085.000000,33581.550781,526033215.433731,3528917263.847656,0.149064,2200000000.000000,0.807033
2021-07-26,62.099998,69.500000,62.026001,68.250000,20169000,9746590.000000,105085.000000,37337.535156,665204767.500000,3923614881.894531,0.169539,2200000000.000000,0.767833
2021-07-27,66.375000,67.750999,62.227001,63.061001,9699000,9746590.000000,105085.000000,39406.941406,614629720.020943,4141078437.675781,0.148423,2200000000.000000,0.781630
2021-07-28,66.394997,67.699997,63.220001,64.665001,10825000,9746590.000000,105085.000000,39995.906250,630263251.273270,4202969808.281250,0.149957,2200000000.000000,0.777313
2021-07-29,64.193001,64.860001,61.937000,62.500999,5795000,9746590.000000,105085.000000,40008.421875,609171616.236038,4204285012.734375,0.144893,2200000000.000000,0.783149
2021-07-30,61.556999,63.548000,60.691002,62.601002,6326000,9746590.000000,105085.000000,42235.546875,610146297.544212,4438322443.359375,0.137472,2200000000.000000,0.782877
2021-08-02,62.258999,65.900002,61.508999,63.778999,12551000,9747470.000000,105085.000000,39201.945312,621683882.585678,4119536423.164062,0.150911,2200000000.000000,0.779676
2021-08-03,63.462002,63.462002,60.513000,62.506001,8444000,9747470.000000,105085.000000,38152.980469,609275364.876976,4009305952.558594,0.151965,2200000000.000000,0.783120
2021-08-04,63.028000,67.500000,63.000999,67.093002,10015000,9747470.000000,105085.000000,39747.503906,653987027.317657,4176866447.988281,0.156574,2200000000.000000,0.770851
2021-08-05,64.359001,72.968002,63.369999,71.561996,11665000,9747470.000000,105085.000000,40869.554688,697548413.633575,4294777154.335938,0.162418,2200000000.000000,0.759263
2021-08-06,72.000000,75.098999,70.129997,74.872002,13120000,9747470.000000,105085.000000,42816.500000,729812589.903336,4499371902.500000,0.162203,2200000000.000000,0.750901
2021-08-09,79.630997,79.800003,76.269997,76.773003,14213000,9747470.000000,105085.000000,46365.402344,748342539.892349,4872308305.292969,0.153591,2200000000.000000,0.746182
2021-08-10,76.663002,77.702003,74.417999,75.049004,7967000,9747470.000000,105085.000000,45585.031250,731537911.131363,4790303008.906250,0.152712,2200000000.000000,0.750459
2021-08-11,76.223999,77.087997,74.011002,74.749001,7283000,9747470.000000,105085.000000,45593.636719,728613640.384445,4791207314.589844,0.152073,2200000000.000000,0.751209
2021-08-12,72.472000,73.080002,71.239998,72.098999,7192000,9747470.000000,105085.000000,44428.289062,702782830.010986,4668746756.132812,0.150529,2200000000.000000,0.757893
2021-08-13,74.500000,75.389000,72.610001,72.800003,6574000,9747470.000000,105085.000000,47793.320312,709615845.746918,5022361065.039062,0.141291,2200000000.000000,0.756114
2021-08-16,74.000000,74.099998,69.221001,69.750999,6663000,9747470.000000,105085.000000,46004.484375,679895774.615555,4834381240.546875,0.140638,2200000000.000000,0.763917
2021-08-17,69.107002,70.000000,65.748001,66.369003,6615000,9747470.000000,105085.000000,44695.359375,646929868.556671,4696811839.921875,0.137738,2200000000.000000,0.772762
2021-08-18,65.912003,67.800003,65.267998,65.504997,5473000,9747470.000000,105085.000000,44801.187500,638507995.577774,4707932788.437500,0.135624,2200000000.000000,0.775055
2021-08-19,64.634003,67.860001,64.142998,67.625999,6727000,9747470.000000,105085.000000,46717.578125,659182400.865555,4909316697.265625,0.134272,2200000000.000000,0.769451
2021-08-20,68.616997,72.799004,68.301003,71.655998,9821000,9747470.000000,105085.000000,49339.175781,698464693.066788,5184807286.972656,0.134714,2200000000.000000,0.759023
2021-08-23,74.190002,74.778000,71.005997,71.850998,8138000,9747470.000000,105085.000000,49546.148438,700365446.742096,5206557008.554688,0.134516,2200000000.000000,0.758525
2021-08-24,71.792999,71.792999,69.122002,71.550003,8114000,9747470.000000,105085.000000,47706.117188,697431508.246918,5013197324.648438,0.139119,2200000000.000000,0.759293
2021-08-25,71.464996,73.510002,70.500000,72.670998,6649000,9747470.000000,105085.000000,48960.789062,708358369.167404,5145044518.632812,0.137678,2200000000.000000,0.756440
2021-08-26,71.199997,71.449997,69.154999,69.365997,5715000,9747470.000000,105085.000000,46942.218750,676142977.842712,4932923057.343750,0.137067,2200000000.000000,0.764913
2021-08-27,69.949997,72.109001,69.504997,70.720001,8109000,9747470.000000,105085.000000,49058.667969,689341090.298767,5155330123.496094,0.133714,2200000000.000000,0.761419
2021-08-30,70.259003,70.832001,69.397003,70.299004,5288000,9747470.000000,105085.000000,47054.984375,685237428.631363,4944773033.046875,0.138578,2200000000.000000,0.762502
2021-08-31,70.233002,70.500000,68.709000,69.430000,5307000,9805840.000000,105085.000000,47166.687500,680819474.192505,4956511355.937500,0.137359,2200000000.000000,0.763672
2021-09-01,70.000000,71.699997,69.100998,70.250000,8252000,9869470.000000,105085.000000,48847.027344,693330267.500000,5133089868.417969,0.135071,2200000000.000000,0.760369
2021-09-02,72.289001,73.265999,69.500000,69.570999,7344000,9747470.000000,105085.000000,49327.722656,678141227.040863,5183603735.332031,0.130824,2200000000.000000,0.764382
2021-09-03,71.610001,72.800003,70.349998,71.225998,7329000,9747470.000000,105085.000000,50025.375000,694273277.992096,5256916531.875000,0.132069,2200000000.000000,0.760122
2021-09-07,69.900002,70.199997,64.477997,64.801003,18067000,9747470.000000,105085.000000,46811.128906,631645827.862473,4919147481.113281,0.128406,2200000000.000000,0.776933
2021-09-08,64.809998,65.893997,63.063000,63.862000,8218000,9747470.000000,105085.000000,46091.390625,622492924.380493,4843513783.828125,0.128521,2200000000.000000,0.779453
2021-09-09,64.510002,65.382004,63.237999,64.061996,6504000,9747470.000000,105085.000000,46391.421875,624442388.633575,4875042567.734375,0.128090,2200000000.000000,0.778915
2021-09-10,63.814999,64.435997,61.202999,61.556999,6829000,9747470.000000,105085.000000,44883.910156,600025003.055801,4716625698.769531,0.127215,2200000000.000000,0.785707
2021-09-13,60.900002,64.273003,60.030998,64.269997,9331000,9747470.000000,105085.000000,44963.074219,626469864.178391,4724944654.277344,0.132588,2200000000.000000,0.778356
2021-09-14,64.500000,65.100998,61.292000,61.848000,5726000,9747470.000000,105085.000000,47092.492188,602861520.395432,4948714541.523438,0.121822,2200000000.000000,0.784912
2021-09-15,62.799999,64.237000,62.050999,63.299999,5649000,10303200.000000,105085.000000,48176.347656,652192552.139282,5062611493.457031,0.128825,2200000000.000000,0.771336
2021-09-16,63.212002,63.323002,61.147999,63.299999,5107000,10303200.000000,105085.000000,47783.359375,652192552.139282,5021314319.921875,0.129885,2200000000.000000,0.771336
2021-09-17,63.299999,63.452999,61.202999,61.429001,21566000,10303200.000000,105085.000000,47267.519531,632915281.604004,4967107289.941406,0.127421,2200000000.000000,0.776585
2021-09-20,57.442001,59.310001,56.828999,58.839001,7755000,10303200.000000,105085.000000,42843.800781,606229992.031860,4502240805.097656,0.134651,2200000000.000000,0.783970
2021-09-21,58.887001,59.422001,57.599998,58.102001,4633000,10303200.000000,105085.000000,40693.675781,598636538.662720,4276294919.472656,0.139990,2200000000.000000,0.786097
2021-09-22,58.935001,60.497002,58.480000,59.960999,3781000,10303200.000000,105085.000000,43574.507812,617790160.107422,4579027153.476562,0.134917,2200000000.000000,0.780754
2021-09-23,60.673000,61.776001,59.867001,61.657001,3976000,10303200.000000,105085.000000,44895.097656,635264417.807007,4717801337.207031,0.134653,2200000000.000000,0.775942
2021-09-24,58.000000,60.233002,57.500000,59.938999,4683000,10303200.000000,105085.000000,42839.750000,617563496.310425,4501815128.750000,0.137181,2200000000.000000,0.780816
2021-09-27,60.325001,60.599998,58.973000,59.474998,2756000,10303200.000000,105085.000000,42235.730469,612782804.278564,4438341736.308594,0.138066,2200000000.000000,0.782144
2021-09-28,58.525002,59.000000,57.158001,57.351002,3382000,10303200.000000,105085.000000,41034.542969,590898841.122437,4312114947.871094,0.137032,2200000000.000000,0.788277
2021-09-29,58.070999,58.646999,56.526001,56.632000,2928000,10303200.000000,105085.000000,41564.363281,583490822.085571,4367791115.410156,0.133589,2200000000.000000,0.790374
2021-09-30,58.212002,59.735001,57.439999,57.840000,3166000,10303200.000000,105085.000000,43790.894531,595937089.572144,4601766151.816406,0.129502,2200000000.000000,0.786856
2021-10-01,61.561001,61.561001,59.226002,61.245998,5112000,10303200.000000,105085.000000,48116.941406,631029770.535278,5056368787.675781,0.124799,2200000000.000000,0.777102
2021-10-04,61.147999,61.362999,58.278999,60.724998,4355000,10303200.000000,105085.000000,49112.902344,625661804.278564,5161029342.792969,0.121228,2200000000.000000,0.778579
2021-10-05,62.032001,65.250999,61.279999,65.100998,4490000,10303200.000000,105085.000000,51514.812500,670748601.818848,5413434071.562500,0.123904,2200000000.000000,0.766351
2021-10-06,67.000000,68.238998,65.000000,67.380997,7123000,10303200.000000,105085.000000,55361.449219,694239885.241699,5817657891.152344,0.119333,2200000000.000000,0.760130
2021-10-07,66.500000,69.384003,66.367996,69.278999,5029000,10303200.000000,105085.000000,53805.984375,713795385.882568,5654201868.046875,0.126242,2200000000.000000,0.755029
2021-10-08,69.917000,71.278999,69.049004,70.882004,6862000,10303200.000000,105085.000000,53967.847656,730311461.389160,5671211270.957031,0.128775,2200000000.000000,0.750773
2021-10-11,72.000000,75.198997,71.824997,73.180000,5771000,10303200.000000,105085.000000,57484.789062,753988179.144287,6040789058.632812,0.124816,2200000000.000000,0.744756
2021-10-12,72.844002,73.961998,70.194000,71.065002,4133000,10303200.000000,105085.000000,56041.058594,732196933.154297,5889074642.324219,0.124331,2200000000.000000,0.750291
2021-10-13,71.000000,72.740997,70.348999,72.629997,2897000,10303200.000000,105085.000000,57401.097656,748321387.701416,6031994347.207031,0.124059,2200000000.000000,0.746187
2021-10-14,73.866997,74.092003,71.853996,72.394997,2793000,10303200.000000,105085.000000,57321.523438,745900129.412842,6023632290.429688,0.123829,2200000000.000000,0.746801
2021-10-15,73.999001,76.197998,73.400002,74.985001,7323000,10303200.000000,105085.000000,61593.949219,772585458.288574,6472600153.652344,0.119362,2200000000.000000,0.740096
2021-10-18,74.800003,75.737999,73.807999,73.963997,5830000,10303200.000000,105085.000000,62026.078125,762065852.728271,6518010419.765625,0.116917,2200000000.000000,0.742725
2021-10-19,74.224998,75.070000,70.100998,72.724998,7486000,10303200.000000,105085.000000,64261.992188,749300204.278564,6752971449.023438,0.110959,2200000000.000000,0.745940
2021-10-20,73.500000,77.707001,73.156998,75.818001,7379000,10303200.000000,105085.000000,65992.835938,781168025.775146,6934857164.492188,0.112644,2200000000.000000,0.737966
2021-10-21,75.287003,75.953003,72.957001,73.542999,4653000,9882880.000000,105085.000000,62210.171875,726816636.601562,6537355911.484375,0.111179,2200000000.000000,0.751670
2021-10-22,73.142998,73.849998,70.699997,71.851997,3686000,10303200.000000,105085.000000,60692.265625,740305499.359131,6377846733.203125,0.116075,2200000000.000000,0.748222
2021-10-25,73.644997,75.549004,73.300003,74.601997,3807000,10303200.000000,105085.000000,63039.824219,768639299.359131,6624539928.027344,0.116029,2200000000.000000,0.741080
2021-10-26,74.031998,75.471001,73.246002,73.486000,3232000,10303200.000000,105085.000000,60363.792969,757140955.828857,6343329184.121094,0.119360,2200000000.000000,0.743962
2021-10-27,72.000000,72.882004,70.958000,71.501999,3647000,10459700.000000,105085.000000,58482.386719,747889457.908630,6145621608.339844,0.121695,2200000000.000000,0.746297
2021-10-28,72.893997,74.802002,70.800003,71.712997,6714000,10303200.000000,105085.000000,60622.136719,738873355.187988,6370477237.089844,0.115984,2200000000.000000,0.748586
2021-10-29,72.410004,73.718002,69.140999,71.505997,6983000,10303200.000000,105085.000000,62227.964844,736740585.241699,6539225685.605469,0.112665,2200000000.000000,0.749130
2021-11-01,72.099998,74.527000,71.119003,73.612000,4408000,10357600.000000,105085.000000,61004.406250,762443646.142578,6410648030.781250,0.118934,2200000000.000000,0.742630
2021-11-02,75.695999,84.099998,74.099998,79.414001,14874000,10357600.000000,105085.000000,63226.402344,822538461.572266,6644146490.292969,0.123799,2200000000.000000,0.727865
2021-11-03,78.158997,81.763000,77.817001,81.025002,6659000,10357600.000000,105085.000000,62970.046875,839224555.804443,6617207375.859375,0.126825,2200000000.000000,0.723869
2021-11-04,81.000000,82.874001,79.000000,80.000000,3766000,10357600.000000,105085.000000,61452.230469,828608000.000000,6457707638.808594,0.128313,2200000000.000000,0.726406
2021-11-05,80.387001,81.205002,77.910004,79.750999,6188000,10357600.000000,105085.000000,61125.675781,826028951.910400,6423391639.472656,0.128597,2200000000.000000,0.727025
2021-11-08,84.198997,87.319000,84.028000,86.000000,7178000,10357600.000000,105085.000000,67566.828125,890753600.000000,7100260133.515625,0.125454,2200000000.000000,0.711801
2021-11-09,88.449997,89.138000,83.500999,85.901001,5312000,10357600.000000,105085.000000,66971.828125,889728207.714844,7037734558.515625,0.126423,2200000000.000000,0.712037
2021-11-10,88.000000,88.000000,80.367996,81.634003,5572000,10357600.000000,105085.000000,64995.230469,845532346.215820,6830023793.808594,0.123796,2200000000.000000,0.722370
2021-11-11,81.233002,83.704002,80.699997,81.835999,2878000,10357600.000000,105085.000000,64949.960938,847624538.427734,6825266645.117188,0.124189,2200000000.000000,0.721874
2021-11-12,81.101997,81.258003,78.585999,81.172997,4630000,10357600.000000,105085.000000,64155.941406,840757428.765869,6741827102.675781,0.124708,2200000000.000000,0.723504
2021-11-15,81.996002,81.996002,78.134003,79.500000,3915000,10357600.000000,105085.000000,63557.871094,823429200.000000,6678978883.886719,0.123287,2200000000.000000,0.727651
2021-11-16,76.849998,78.000000,74.841003,75.202003,4937000,10357600.000000,105085.000000,60161.246094,778912271.234131,6322044545.761719,0.123206,2200000000.000000,0.738525
2021-11-17,76.360001,76.500000,73.699997,75.300003,3576000,10357600.000000,105085.000000,60368.011719,779927311.608887,6343772511.464844,0.122944,2200000000.000000,0.738273
2021-11-18,75.051003,75.051003,71.696999,72.736000,4989000,10357600.000000,105085.000000,56942.136719,753370394.232178,5983764437.089844,0.125902,2700000000.000000,0.781845
2021-11-19,73.512001,73.900002,71.800003,71.831001,4338000,10357600.000000,105085.000000,58119.578125,743996778.875732,6107495867.265625,0.121817,2700000000.000000,0.783973
2021-11-22,72.471001,72.581001,68.838997,69.001999,3991000,10357600.000000,105085.000000,56289.289062,714695103.820801,5915159941.132812,0.120824,2700000000.000000,0.790700
2021-11-23,69.427002,70.899002,68.072998,69.677002,3459000,10357600.000000,105085.000000,57569.074219,721686515.429688,6049646164.277344,0.119294,2700000000.000000,0.789085
2021-11-24,68.800003,70.399002,68.099998,70.089996,5555000,10357600.000000,105085.000000,56280.425781,725964146.069336,5914228543.222656,0.122749,2700000000.000000,0.788099
2021-11-26,68.128998,68.128998,65.500000,66.300003,3722000,10357600.000000,105085.000000,53569.765625,686708911.608887,5629378820.703125,0.121987,2700000000.000000,0.797234
2021-11-29,69.000000,70.452003,67.132004,69.547997,5870000,10357600.000000,105085.000000,57806.566406,720350328.765869,6074603030.800781,0.118584,2700000000.000000,0.789393
2021-11-30,69.824997,72.660004,69.000000,72.142998,6640000,10357600.000000,121044.000000,57005.425781,747228313.409424,6900164758.265625,0.108291,2700000000.000000,0.783238
2021-12-01,73.264000,74.399002,70.000000,70.546997,7637000,10928600.000000,121044.000000,57229.828125,770979912.182617,6927327315.562500,0.111295,2700000000.000000,0.777878
2021-12-02,69.152000,71.184998,66.706001,68.335999,4994000,10928600.000000,121044.000000,56477.816406,746816793.591309,6836300809.078125,0.109243,2700000000.000000,0.783331
2021-12-03,67.593002,68.389000,61.624001,63.098999,8091000,10928600.000000,121044.000000,53598.246094,689583720.727539,6487746100.171875,0.106290,2700000000.000000,0.796558
2021-12-06,59.492001,60.401001,56.573002,59.646999,6396000,10928600.000000,121044.000000,50582.625000,651858197.196198,6122723260.500000,0.106465,2700000000.000000,0.805523
2021-12-07,62.099998,64.719002,62.099998,62.817001,3965000,10928600.000000,121044.000000,50700.085938,686501880.874634,6136941202.218750,0.111864,2700000000.000000,0.797283
2021-12-08,62.367001,64.150002,61.200001,63.653999,2270000,10928600.000000,121044.000000,50504.796875,695649097.062683,6113302632.937500,0.113793,2700000000.000000,0.795135
2021-12-09,62.150002,62.528000,58.743999,59.188000,3761000,10928600.000000,121044.000000,47672.121094,646841973.798370,5770424225.671875,0.112096,2700000000.000000,0.806731
2021-12-10,61.361000,61.952999,58.134998,60.084000,3514000,10928600.000000,121044.000000,47243.304688,656633998.397827,5718518572.593750,0.114826,2700000000.000000,0.804377
2021-12-13,59.494999,59.499001,56.556000,57.164001,3758000,10928600.000000,121044.000000,46737.480469,624722506.408691,5657291585.859375,0.110428,2700000000.000000,0.812098
